name,bankroll,eProfit,sdProfit,pptd,winRate,buyRate,days,hProfit
ALVER.PA.csv   , 26669.336, 218.18, 2148.71,  82.239,  0.40,   0.377,  260
RTNB.csv       , 2600.000,  0.36,  4.44,   0.350,  0.02,   0.965,  260
KNBA.csv       , 666.667,  0.20,  2.35,   0.197,  0.01,   0.969,  260
SNIOF.csv      , 600.000,  0.49,  7.48,   0.473,  0.01,   0.969,  260
EBODF.csv      , 500.000,  1.98, 31.37,   1.919,  0.00,   0.969,  260
CFPI.csv       , 487.000,  2.96, 46.80,   2.856,  0.00,   0.965,  260
SYEV.csv       , 400.000,  0.28,  3.60,   0.273,  0.04,   0.965,  260
INNI.csv       , 218.583,  0.16,  2.35,   0.156,  0.02,   0.954,  260
DBGF.csv       , 200.000,  7.96, 125.92,   7.685,  0.00,   0.965,  260
NMSCA.csv      , 200.000,  0.79, 12.51,   0.765,  0.00,   0.969,  260
SCOO.csv       , 200.000,  0.81, 12.61,   0.772,  0.02,   0.954,  260
CHME.csv       , 139.000,  0.93, 10.48,   0.884,  0.02,   0.954,  260
AGTT.csv       , 130.000,  0.26,  3.91,   0.242,  0.04,   0.946,  260
VISN.TA.csv    , 127.235,  3.89, 19.33,   3.397,  0.15,   0.873,  260
PPCGF.csv      , 111.111,  0.79, 12.54,   0.764,  0.00,   0.965,  260
AFRK.L.csv     , 100.000,  0.78,  8.80,   0.758,  0.01,   0.965,  260
BSPM.csv       , 100.000,  0.39,  6.22,   0.381,  0.00,   0.969,  260
BMTM.csv       ,  96.568,  1.53, 23.41,   1.408,  0.06,   0.919,  260
GRPAF.csv      ,  95.556,  0.24,  2.67,   0.226,  0.02,   0.946,  260
54GW.L.csv     ,  92.308,  2.43, 15.40,   2.265,  0.04,   0.931,  260
BA29.L.csv     ,  91.176,  0.40,  6.25,   0.380,  0.00,   0.962,  260
49GP.L.csv     ,  90.610,  1.19, 10.85,   1.134,  0.01,   0.950,  260
BMTO.L.csv     ,  86.325,  2.13, 14.44,   1.888,  0.04,   0.885,  260
50GP.L.csv     ,  83.886,  0.79,  8.86,   0.757,  0.01,   0.954,  260
VGREF.csv      ,  80.000,  0.31,  4.97,   0.304,  0.00,   0.969,  260
CXCQ.csv       ,  79.000,  0.09,  1.21,   0.089,  0.02,   0.962,  260
KDCE.csv       ,  78.000,  0.50,  7.86,   0.476,  0.02,   0.954,  260
WEEEF.csv      ,  72.964,  0.44,  6.30,   0.352,  0.15,   0.800,  260
ERO1.DU.csv    ,  57.436,  0.71, 10.46,   0.624,  0.07,   0.885,  260
REGE.BA.csv    ,  54.167,  0.07,  0.99,   0.065,  0.07,   0.962,  260
FZRO.csv       ,  52.758,  0.16,  2.05,   0.148,  0.09,   0.912,  260
SLE.L.csv      ,  50.141,  0.50,  7.04,   0.378,  0.10,   0.758,  260
AFRMF.csv      ,  50.000,  0.19,  3.08,   0.188,  0.00,   0.969,  260
PHLI.csv       ,  50.000,  0.20,  3.09,   0.198,  0.01,   0.965,  260
XANAF.csv      ,  50.000,  0.40,  6.26,   0.382,  0.01,   0.958,  260
WESC.csv       ,  50.000,  4.51, 66.23,   4.283,  0.02,   0.950,  260
MDIT.csv       ,  49.500,  0.39,  6.17,   0.375,  0.00,   0.965,  260
ZNAE.csv       ,  45.400,  0.90, 14.24,   0.866,  0.00,   0.965,  260
TROG.csv       ,  45.000,  0.17,  2.77,   0.169,  0.00,   0.969,  260
RBCL.csv       ,  43.333,  0.08,  1.21,   0.077,  0.02,   0.969,  260
U9V.MU.csv     ,  36.380,  0.19,  3.09,   0.187,  0.01,   0.962,  260
GRL.L.csv      ,  33.358,  0.56,  7.48,   0.377,  0.14,   0.669,  260
SLTN.csv       ,  29.411,  0.03,  0.25,   0.025,  0.02,   0.965,  260
HEMORGANIC.BO.csv,  23.862,  0.03,  0.04,   0.013,  0.70,   0.488,  260
PLFX.csv       ,  23.000,  0.94, 14.58,   0.906,  0.02,   0.965,  260
SYMBIOX.BO.csv ,  22.590,  0.02,  0.04,   0.012,  0.63,   0.581,  260
INDOSOLAR.BO.csv,  22.520,  0.05,  0.60,   0.036,  0.18,   0.769,  260
LKST.csv       ,  21.667,  0.08,  1.29,   0.079,  0.01,   0.969,  260
BITCF.csv      ,  21.535,  0.09,  1.04,   0.082,  0.09,   0.904,  260
PVTTF.csv      ,  21.000,  0.08,  1.26,   0.077,  0.00,   0.969,  260
ENCTF.csv      ,  20.000,  0.35,  3.98,   0.332,  0.03,   0.942,  260
IMTO.csv       ,  20.000,  0.03,  0.31,   0.027,  0.01,   0.969,  260
R8Q1.BE.csv    ,  18.432,  0.27,  3.68,   0.186,  0.24,   0.677,  260
LBRG.csv       ,  18.317,  1.93, 29.35,   1.727,  0.05,   0.896,  260
AEEI.csv       ,  18.000,  0.07,  1.07,   0.065,  0.00,   0.969,  260
MGT.AX.csv     ,  17.775,  0.31,  3.90,   0.186,  0.31,   0.604,  260
KHOOBSURAT.BO.csv,  16.879,  0.02,  0.03,   0.011,  0.63,   0.554,  260
CATC.L.csv     ,  16.529,  0.03,  0.46,   0.033,  0.07,   0.950,  260
EDXC.csv       ,  16.471,  0.07,  0.63,   0.036,  0.41,   0.512,  260
SICAL.BO.csv   ,  16.190,  0.13,  1.53,   0.069,  0.29,   0.527,  260
PROFINC.BO.csv ,  15.266,  0.02,  0.05,   0.011,  0.67,   0.477,  260
INSURE.BK.csv  ,  15.139,  0.02,  0.08,   0.012,  0.26,   0.612,  260
FPMI.csv       ,  15.000,  0.05,  0.63,   0.050,  0.03,   0.946,  260
QUADRANT.BO.csv,  14.831,  0.02,  0.03,   0.011,  0.54,   0.638,  260
AMLC.csv       ,  14.286,  0.05,  0.84,   0.051,  0.00,   0.969,  260
SAMPRE.BO.csv  ,  13.487,  0.02,  0.04,   0.010,  0.69,   0.554,  260
SZL.SG.csv     ,  13.219,  0.02,  0.07,   0.011,  0.55,   0.488,  260
COSM.csv       ,  13.111,  0.63,  6.58,   0.263,  0.38,   0.415,  260
JOEY.csv       ,  13.000,  0.03,  0.27,   0.027,  0.03,   0.958,  260
USRI.csv       ,  13.000,  0.12,  1.42,   0.114,  0.01,   0.962,  260
ATSYH.IS.csv   ,  12.989,  0.02,  0.04,   0.010,  0.64,   0.646,  260
04CN.SG.csv    ,  12.000,  0.04,  0.69,   0.042,  0.00,   0.965,  260
IMPEXFERRO.NS.csv,  11.884,  0.01,  0.03,   0.010,  0.45,   0.669,  260
CPIHF.csv      ,  11.719,  0.08,  0.91,   0.078,  0.02,   0.958,  260
SWAGTAM.BO.csv ,  11.291,  0.02,  0.05,   0.010,  0.49,   0.577,  260
BROE.csv       ,  11.250,  0.13,  1.90,   0.121,  0.04,   0.958,  260
BBDBN.MX.csv   ,  11.031,  0.10,  1.54,   0.090,  0.03,   0.935,  260
HZM.TO.csv     ,  10.607,  0.11,  1.43,   0.069,  0.29,   0.627,  260
ISGYO.IS.csv   ,  10.479,  0.02,  0.04,   0.010,  0.69,   0.558,  260
FILATFASH.BO.csv,  10.359,  0.02,  0.04,   0.009,  0.62,   0.496,  260
RR7.BE.csv     ,  10.000,  0.04,  0.57,   0.035,  0.00,   0.969,  260
SOFFO.ST.csv   ,   9.442,  0.01,  0.07,   0.010,  0.28,   0.777,  260
WAYS.csv       ,   9.265,  0.02,  0.27,   0.019,  0.06,   0.904,  260
MPL.BO.csv     ,   8.914,  0.02,  0.04,   0.009,  0.66,   0.488,  260
0451.HK.csv    ,   8.795,  0.14,  1.58,   0.065,  0.36,   0.462,  260
RIR.BO.csv     ,   8.774,  0.02,  0.04,   0.009,  0.63,   0.519,  260
CRL.AX.csv     ,   8.482,  0.04,  0.58,   0.034,  0.02,   0.938,  260
ASUZU.IS.csv   ,   8.402,  0.02,  0.05,   0.009,  0.59,   0.523,  260
DBREALTY.NS.csv,   8.320,  0.02,  0.04,   0.009,  0.66,   0.504,  260
CPH-R.BK.csv   ,   8.314,  0.01,  0.08,   0.010,  0.16,   0.688,  260
SILVR.IS.csv   ,   8.296,  0.01,  0.04,   0.009,  0.70,   0.600,  260
IL&FSENGG.NS.csv,   8.151,  0.02,  0.03,   0.008,  0.64,   0.538,  260
ACROW.BO.csv   ,   7.725,  0.01,  0.03,   0.008,  0.41,   0.769,  260
CAPX.BA.csv    ,   7.592,  0.02,  0.04,   0.008,  0.56,   0.531,  260
HEKTS.IS.csv   ,   7.526,  0.02,  0.04,   0.008,  0.57,   0.542,  260
CMFO.csv       ,   7.500,  1.22, 19.04,   1.148,  0.04,   0.938,  260
BYAN.JK.csv    ,   7.476,  0.01,  0.04,   0.008,  0.54,   0.600,  260
SUPREMEINF.NS.csv,   7.066,  0.02,  0.04,   0.008,  0.62,   0.481,  260
MARTI.IS.csv   ,   7.054,  0.01,  0.03,   0.008,  0.59,   0.688,  260
HRBK.csv       ,   7.010,  0.01,  0.10,   0.011,  0.12,   0.858,  260
TSCC.csv       ,   7.000,  0.02,  0.38,   0.023,  0.00,   0.969,  260
3639.HK.csv    ,   6.958,  0.02,  0.25,   0.018,  0.06,   0.815,  260
TEA.V.csv      ,   6.881,  0.01,  0.09,   0.010,  0.16,   0.865,  260
SSRC.csv       ,   6.803,  0.06,  0.69,   0.055,  0.02,   0.946,  260
OVOBELE.BO.csv ,   6.787,  0.01,  0.03,   0.008,  0.44,   0.677,  260
0498.HK.csv    ,   6.660,  0.01,  0.09,   0.010,  0.26,   0.731,  260
INDIANVSH.BO.csv,   6.625,  0.02,  0.04,   0.008,  0.62,   0.500,  260
BVL.CR.csv     ,   6.543,  0.02,  0.15,   0.012,  0.30,   0.758,  260
KERNEX.NS.csv  ,   6.527,  0.02,  0.03,   0.008,  0.62,   0.488,  260
5136.KL.csv    ,   6.406,  0.01,  0.05,   0.008,  0.43,   0.585,  260
CTL.BO.csv     ,   6.352,  0.01,  0.04,   0.007,  0.62,   0.531,  260
AYEN.IS.csv    ,   6.210,  0.01,  0.04,   0.007,  0.59,   0.523,  260
DESA.IS.csv    ,   6.088,  0.01,  0.04,   0.007,  0.55,   0.538,  260
KAPLM.IS.csv   ,   6.022,  0.02,  0.06,   0.008,  0.57,   0.500,  260
HILTON.NS.csv  ,   6.015,  0.01,  0.04,   0.007,  0.63,   0.546,  260
ALKA.IS.csv    ,   5.957,  0.01,  0.04,   0.007,  0.54,   0.538,  260
JAIPAN.BO.csv  ,   5.929,  0.01,  0.04,   0.007,  0.58,   0.554,  260
EH8.MU.csv     ,   5.872,  0.01,  0.05,   0.008,  0.40,   0.650,  260
NDTV.NS.csv    ,   5.845,  0.02,  0.05,   0.007,  0.55,   0.458,  260
SPMLINFRA.NS.csv,   5.827,  0.02,  0.04,   0.007,  0.59,   0.458,  260
UZERB.IS.csv   ,   5.743,  0.02,  0.06,   0.008,  0.52,   0.504,  260
BWPC.csv       ,   5.733,  0.02,  0.15,   0.013,  0.17,   0.812,  260
OSP.TO.csv     ,   5.719,  0.01,  0.06,   0.008,  0.51,   0.585,  260
ESARIND.BO.csv ,   5.688,  0.01,  0.01,   0.007,  0.80,   0.573,  260
COLINZ.BO.csv  ,   5.573,  0.01,  0.03,   0.007,  0.63,   0.535,  260
2364.TW.csv    ,   5.497,  0.01,  0.06,   0.007,  0.50,   0.519,  260
STARLITE.BO.csv,   5.490,  0.01,  0.04,   0.007,  0.47,   0.615,  260
FLEXITUFF.NS.csv,   5.378,  0.01,  0.04,   0.007,  0.61,   0.488,  260
COSMO.IS.csv   ,   5.371,  0.01,  0.05,   0.007,  0.48,   0.554,  260
YBTAS.IS.csv   ,   5.317,  0.01,  0.04,   0.007,  0.57,   0.515,  260
ASAL.NS.csv    ,   5.292,  0.02,  0.04,   0.007,  0.59,   0.423,  260
GBFL.BO.csv    ,   5.244,  0.02,  0.04,   0.007,  0.60,   0.446,  260
RADAAN.NS.csv  ,   5.224,  0.01,  0.03,   0.007,  0.52,   0.635,  260
KAUSHALYA.NS.csv,   5.189,  0.01,  0.04,   0.007,  0.51,   0.519,  260
VALIANT.BO.csv ,   5.144,  0.01,  0.03,   0.007,  0.61,   0.535,  260
DGCU2.BA.csv   ,   5.133,  0.01,  0.03,   0.007,  0.61,   0.562,  260
PMCFIN.BO.csv  ,   5.125,  0.02,  0.04,   0.007,  0.59,   0.419,  260
SRXXF.csv      ,   5.072,  0.02,  0.22,   0.014,  0.04,   0.919,  260
PMTELELIN.BO.csv,   5.037,  0.01,  0.04,   0.007,  0.47,   0.596,  260
0037.HK.csv    ,   5.018,  0.02,  0.21,   0.012,  0.26,   0.550,  260
LUM.SG.csv     ,   5.000,  0.17,  1.93,   0.149,  0.07,   0.900,  260
CRANESSOFT.BO.csv,   4.977,  0.01,  0.04,   0.007,  0.61,   0.473,  260
KPEL.BO.csv    ,   4.930,  0.01,  0.04,   0.007,  0.56,   0.450,  260
8044.KL.csv    ,   4.915,  0.01,  0.06,   0.007,  0.46,   0.546,  260
PABY11.SA.csv  ,   4.913,  0.02,  0.11,   0.009,  0.34,   0.565,  260
LUHARUKA.BO.csv,   4.829,  0.01,  0.05,   0.007,  0.52,   0.508,  260
TAPP.csv       ,   4.772,  0.02,  0.22,   0.015,  0.01,   0.965,  260
ANSALAPI.NS.csv,   4.759,  0.01,  0.03,   0.006,  0.60,   0.515,  260
0PQ.MU.csv     ,   4.739,  0.01,  0.07,   0.007,  0.35,   0.623,  260
KECL.NS.csv    ,   4.669,  0.01,  0.04,   0.006,  0.60,   0.515,  260
BNNLF.csv      ,   4.658,  0.06,  0.84,   0.037,  0.31,   0.588,  260
INDOTHAI.NS.csv,   4.652,  0.01,  0.03,   0.006,  0.61,   0.496,  260
4RG.F.csv      ,   4.646,  0.11,  1.39,   0.059,  0.29,   0.512,  260
BAGFILMS.NS.csv,   4.585,  0.01,  0.04,   0.006,  0.56,   0.492,  260
MZHLD.IS.csv   ,   4.571,  0.01,  0.06,   0.007,  0.52,   0.469,  260
