name,bankroll,eProfit,sdProfit,pptd,winRate,buyRate,days,hProfit
54GW.L.csv     , 988380.045,  2.54, 15.68,   2.273,  0.03,   0.896,  260
VISN.TA.csv    , 12207.343,  4.33, 20.34,   3.401,  0.15,   0.785,  260
BMTO.L.csv     , 10030.237,  2.29, 14.92,   1.892,  0.04,   0.827,  260
GAON.TA.csv    , 9512.035,  3.48, 18.28,   2.638,  0.17,   0.758,  260
49GP.L.csv     , 9061.033,  1.22, 10.93,   1.138,  0.01,   0.935,  260
70HF.L.csv     , 8916.877,  0.81,  8.93,   0.761,  0.01,   0.938,  260
50GP.L.csv     , 8388.626,  0.81,  8.91,   0.761,  0.01,   0.942,  260
KNBA.csv       , 666.667,  0.20,  2.35,   0.197,  0.01,   0.969,  260
SNIOF.csv      , 600.000,  0.49,  7.48,   0.473,  0.01,   0.969,  260
EBODF.csv      , 500.000,  1.98, 31.37,   1.919,  0.00,   0.969,  260
CFPI.csv       , 487.000,  2.97, 46.90,   2.856,  0.00,   0.962,  260
SYEV.csv       , 400.000,  0.28,  3.61,   0.273,  0.04,   0.962,  260
WESC.csv       , 375.000,  4.60, 66.91,   4.286,  0.02,   0.931,  260
RTNB.csv       , 260.000,  0.33,  4.42,   0.315,  0.01,   0.962,  260
INNI.csv       , 218.583,  0.16,  2.36,   0.156,  0.02,   0.946,  260
DBGF.csv       , 200.000,  7.99, 126.17,   7.685,  0.00,   0.962,  260
NMSCA.csv      , 200.000,  0.79, 12.51,   0.765,  0.00,   0.969,  260
SCOO.csv       , 200.000,  0.82, 12.71,   0.772,  0.02,   0.938,  260
CPIHF.csv      , 177.246,  0.09,  0.92,   0.082,  0.02,   0.946,  260
FZRO.csv       , 160.157,  0.17,  2.11,   0.150,  0.09,   0.862,  260
CHME.csv       , 139.000,  0.94, 10.57,   0.884,  0.02,   0.938,  260
IWSY.csv       , 125.982,  0.48,  3.39,   0.137,  0.28,   0.285,  260
CLC.L.csv      , 111.111,  2.17, 14.69,   1.921,  0.03,   0.885,  260
PPCGF.csv      , 111.111,  0.79, 12.56,   0.764,  0.00,   0.962,  260
AFRK.L.csv     , 100.000,  0.79,  8.82,   0.758,  0.01,   0.962,  260
BSPM.csv       , 100.000,  0.39,  6.22,   0.381,  0.00,   0.969,  260
GRPAF.csv      ,  95.556,  0.24,  2.70,   0.226,  0.02,   0.927,  260
67GX.L.csv     ,  93.733,  0.80,  8.89,   0.757,  0.01,   0.946,  260
BA29.L.csv     ,  91.176,  0.40,  6.26,   0.380,  0.00,   0.958,  260
WEEEF.csv      ,  84.458,  0.51,  6.77,   0.352,  0.15,   0.692,  260
VGREF.csv      ,  80.000,  0.31,  4.97,   0.304,  0.00,   0.969,  260
CXCQ.csv       ,  79.000,  0.09,  1.22,   0.089,  0.02,   0.954,  260
HYG.L.csv      ,  78.286,  2.27, 15.03,   1.922,  0.03,   0.846,  260
KDCE.csv       ,  78.000,  0.51,  7.92,   0.476,  0.02,   0.938,  260
BMTM.csv       ,  73.915,  1.61, 24.02,   1.407,  0.05,   0.873,  260
SVM.L.csv      ,  73.421,  0.49,  6.98,   0.380,  0.04,   0.769,  260
AGTT.csv       ,  60.667,  0.26,  3.96,   0.237,  0.03,   0.923,  260
SLE.L.csv      ,  60.432,  0.62,  7.80,   0.379,  0.06,   0.615,  260
ERO1.DU.csv    ,  55.784,  0.76, 10.85,   0.624,  0.07,   0.823,  260
REGE.BA.csv    ,  54.504,  0.07,  0.99,   0.065,  0.07,   0.954,  260
LBRG.csv       ,  54.080,  2.09, 30.55,   1.730,  0.05,   0.827,  260
