name,bankroll,eProfit,sdProfit,pptd,winRate,buyRate,days,hProfit
RTNB.csv       , 2600.000,  0.36,  4.44,   0.350,  0.02,   0.969,  260
KNBA.csv       , 666.667,  0.20,  2.35,   0.197,  0.01,   0.969,  260
SNIOF.csv      , 600.000,  0.49,  7.48,   0.473,  0.01,   0.969,  260
EBODF.csv      , 500.000,  1.98, 31.37,   1.919,  0.00,   0.969,  260
CFPI.csv       , 487.000,  2.95, 46.71,   2.856,  0.00,   0.969,  260
SYEV.csv       , 400.000,  0.28,  3.59,   0.273,  0.04,   0.969,  260
BMTM.csv       , 325.000,  1.46, 22.80,   1.416,  0.07,   0.969,  260
ALVER.PA.csv   , 282.161, 84.84, 1344.17,  82.226,  0.36,   0.969,  260
DBGF.csv       , 200.000,  7.93, 125.68,   7.685,  0.00,   0.969,  260
NMSCA.csv      , 200.000,  0.79, 12.51,   0.765,  0.00,   0.969,  260
SCOO.csv       , 200.000,  0.80, 12.51,   0.772,  0.02,   0.969,  260
CHME.csv       , 139.000,  0.91, 10.40,   0.884,  0.02,   0.969,  260
AGTT.csv       , 130.000,  0.25,  3.87,   0.242,  0.04,   0.969,  260
PPCGF.csv      , 111.111,  0.79, 12.51,   0.764,  0.00,   0.969,  260
AFRK.L.csv     , 100.000,  0.78,  8.79,   0.758,  0.01,   0.969,  260
BSPM.csv       , 100.000,  0.39,  6.22,   0.381,  0.00,   0.969,  260
VGREF.csv      ,  80.000,  0.31,  4.97,   0.304,  0.00,   0.969,  260
CXCQ.csv       ,  79.000,  0.09,  1.21,   0.089,  0.02,   0.969,  260
KDCE.csv       ,  78.000,  0.49,  7.80,   0.476,  0.02,   0.969,  260
SLE.L.csv      ,  74.847,  0.39,  6.22,   0.380,  0.22,   0.969,  260
LBRG.csv       ,  64.000,  1.79, 28.23,   1.734,  0.07,   0.969,  260
GRPAF.csv      ,  62.409,  0.23,  2.64,   0.225,  0.02,   0.969,  260
INNI.csv       ,  61.000,  0.16,  2.33,   0.153,  0.02,   0.969,  260
FZRO.csv       ,  56.000,  0.15,  1.99,   0.149,  0.09,   0.969,  260
INDOSOLAR.BO.csv,  54.315,  0.07,  0.78,   0.066,  0.17,   0.969,  260
REGE.BA.csv    ,  54.167,  0.07,  0.98,   0.065,  0.07,   0.969,  260
AFRMF.csv      ,  50.000,  0.19,  3.08,   0.188,  0.00,   0.969,  260
WESC.csv       ,  50.000,  4.42, 65.57,   4.283,  0.02,   0.969,  260
XANAF.csv      ,  50.000,  0.39,  6.22,   0.382,  0.01,   0.969,  260
PHLI.csv       ,  50.000,  0.20,  3.09,   0.198,  0.01,   0.969,  260
MDIT.csv       ,  49.500,  0.39,  6.16,   0.375,  0.00,   0.969,  260
ZNAE.csv       ,  45.400,  0.89, 14.21,   0.866,  0.00,   0.969,  260
TROG.csv       ,  45.000,  0.17,  2.77,   0.169,  0.00,   0.969,  260
RBCL.csv       ,  43.333,  0.08,  1.21,   0.077,  0.02,   0.969,  260
SLTN.csv       ,  37.083,  0.03,  0.25,   0.026,  0.02,   0.969,  260
U9V.MU.csv     ,  36.380,  0.19,  3.08,   0.187,  0.01,   0.969,  260
LUM.SG.csv     ,  30.000,  0.17,  1.86,   0.161,  0.08,   0.969,  260
CATC.L.csv     ,  29.661,  0.04,  0.46,   0.035,  0.08,   0.969,  260
MGT.AX.csv     ,  23.448,  0.19,  3.08,   0.187,  0.33,   0.969,  260
PLFX.csv       ,  23.000,  0.93, 14.55,   0.906,  0.02,   0.969,  260
HZM.TO.csv     ,  22.909,  0.07,  1.15,   0.072,  0.35,   0.969,  260
R8Q1.BE.csv    ,  22.449,  0.19,  3.08,   0.187,  0.27,   0.969,  260
LKST.csv       ,  21.667,  0.08,  1.29,   0.079,  0.01,   0.969,  260
PVTTF.csv      ,  21.000,  0.08,  1.26,   0.077,  0.00,   0.969,  260
BWPC.csv       ,  20.385,  0.02,  0.14,   0.018,  0.22,   0.969,  260
ENCTF.csv      ,  20.000,  0.34,  3.93,   0.332,  0.03,   0.969,  260
IMTO.csv       ,  20.000,  0.03,  0.31,   0.027,  0.01,   0.969,  260
AEEI.csv       ,  18.000,  0.07,  1.07,   0.065,  0.00,   0.969,  260
FPMI.csv       ,  15.000,  0.05,  0.63,   0.050,  0.03,   0.969,  260
BROE.csv       ,  15.000,  0.13,  1.89,   0.123,  0.04,   0.969,  260
AMLC.csv       ,  14.286,  0.05,  0.84,   0.051,  0.00,   0.969,  260
LF9.BE.csv     ,  13.000,  0.03,  0.21,   0.024,  0.17,   0.969,  260
JOEY.csv       ,  13.000,  0.03,  0.27,   0.027,  0.03,   0.969,  260
USRI.csv       ,  13.000,  0.12,  1.41,   0.114,  0.01,   0.969,  260
BBDBN.MX.csv   ,  12.963,  0.09,  1.51,   0.090,  0.04,   0.969,  260
ATSYH.IS.csv   ,  12.560,  0.01,  0.04,   0.011,  0.59,   0.969,  260
COSMO.IS.csv   ,  12.080,  0.01,  0.05,   0.011,  0.51,   0.969,  260
04CN.SG.csv    ,  12.000,  0.04,  0.69,   0.042,  0.00,   0.969,  260
CPIHF.csv      ,  11.719,  0.08,  0.91,   0.078,  0.02,   0.969,  260
TEA.V.csv      ,  11.684,  0.01,  0.09,   0.013,  0.20,   0.969,  260
6HR.BE.csv     ,  10.792,  0.01,  0.08,   0.012,  0.55,   0.969,  260
CRL.AX.csv     ,  10.526,  0.04,  0.57,   0.035,  0.04,   0.969,  260
SICAL.BO.csv   ,  10.522,  0.07,  1.13,   0.067,  0.34,   0.969,  260
RR7.BE.csv     ,  10.000,  0.04,  0.57,   0.035,  0.00,   0.969,  260
USPS.csv       ,  10.000,  0.15,  1.94,   0.146,  0.14,   0.969,  260
HEKTS.IS.csv   ,   9.306,  0.01,  0.04,   0.009,  0.56,   0.969,  260
